exp_name,assignment_name,model_slot_mapping,permutation_index,method,difficulty,seed,split,eval_index,timestep,wall_clock_time_sec,best_tsr_so_far,num_eval_episodes,tsr,mean_reward,failure_rate,timeout_rate,mean_episode_length,num_rl_agents,mean_agent_tsr,joint_tsr,joint_failure_rate,joint_timeout_rate,episodes_all_k_success,episodes_joint_failure,episodes_joint_timeout,mean_completed_rl_agents,mean_completed_rl_fraction,mean_completed_rl_agents_before_failure,mean_completed_rl_agents_before_timeout,mean_episode_length_per_rl_agent,mean_steps_per_completed_rl_agent,successful_rl_agents_per_1k_episode_steps,mean_episode_length_per_car,mean_steps_per_completed_car,successful_cars_per_1k_episode_steps,mean_expert_reference_step_count,mean_policy_to_expert_step_ratio,mean_excess_steps_vs_expert,action_slow_count,action_normal_count,action_fast_count,action_stop_count,mean_decision_succ,mean_base_policy_safe_prob,mean_shielded_policy_safe_prob,mean_safety_gain,shield_intervention_rate,mean_policy_kl_base_to_shielded,mean_l1_shift_base_to_shielded,hazard_step_rate,shield_forced_stop_rate,base_action_slow_count,base_action_normal_count,base_action_fast_count,base_action_stop_count,shielded_action_slow_count,shielded_action_normal_count,shielded_action_fast_count,shielded_action_stop_count,mean_safe_prob_action_slow,mean_safe_prob_action_normal,mean_safe_prob_action_fast,mean_safe_prob_action_stop,rollout_failures_since_last_eval,rollout_timeouts_since_last_eval,rollout_successes_since_last_eval,goal_completion_rate,mean_agent_goal_completion_rate,failure_rate_per_goal,failure_rate_per_1k_steps,unfinished_goal_rate,completed_goals,failed_goals,active_goals_at_budget,deployment_count,failure_reset_count,resolved_goal_attempts,resolved_goal_quota_per_agent,micro_rollout_tsr,micro_rollout_failure_rate,macro_rollout_tsr,macro_rollout_failure_rate,mean_steps_per_resolved_goal_attempt,successful_goals_per_1k_steps,resolved_goal_attempts_per_1k_steps,agent_car_1_failure_involvement_rate,agent_car_1_mean_active_steps,agent_car_1_mean_reward,agent_car_1_timeout_unresolved_rate,agent_car_1_tsr,non_timeout_failure_rate,rollout_agent_steps_since_last_eval,rollout_required_stop_rate_since_last_eval,rollout_stop_needed_steps_since_last_eval,rollout_traffic_violations_since_last_eval,traffic_violation_count,decision_succ_action_stop,fail_rule_Collision,fail_rule_Collision_Close,fail_rule_Intersection_Right-of-Way,fail_rule_Simultaneous_Intersection_Entry
exp1_compact3_easy_plpg_k1_v7_neutral,,,,PLPGPPO,unknown,2,val,1,3000,1023.7861325740814,1.0,15,1.0,4.920000147571167,0.0,0.0,48.06666666666667,1,1.0,1.0,0.0,0.0,15,0,0,1.0,1.0,0.0,0.0,48.06666666666667,48.06666666666667,20.804438280166437,48.06666666666667,48.06666666666667,20.804438280166437,52.46666666666667,0.9142977803740729,-4.4,0,0,453,268,0.0,0.8673073303021605,0.8939988825589047,0.026691552256744216,1.0,0.021698130498124846,0.10381584417142088,0.20735878356307455,1.0,0,0,721,0,0,0,453,268,0.8643237861201436,0.8234843300466894,0.7909645473328775,1.0,1,20,26,,,,,,,,,,,,,,,,,,,,0.0,48.06666666666667,4.920000712076823,0.0,1.0,0.0,3000,0.12433333333333334,373,221,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k1_v7_neutral,,,,PLPGPPO,unknown,2,val,2,6000,2345.5272374153137,1.0,15,1.0,4.920000147571167,0.0,0.0,48.93333333333333,1,1.0,1.0,0.0,0.0,15,0,0,1.0,1.0,0.0,0.0,48.93333333333333,48.93333333333333,20.435967302452315,48.93333333333333,48.93333333333333,20.435967302452315,52.46666666666667,0.93069917727342,-3.533333333333333,0,0,463,271,0.0,0.8644791610072029,0.891225795086463,0.02674663407926014,1.0,0.02179106962943211,0.10429410049717174,0.20787222727077534,1.0,0,0,734,0,0,0,463,271,0.8642414223189575,0.8235018413300735,0.790731925446266,1.0,2,19,29,,,,,,,,,,,,,,,,,,,,0.0,48.93333333333333,4.920000712076823,0.0,1.0,0.0,3000,0.07733333333333334,232,142,0,0.0,0,0,0,0
