joint_tsr,joint_dsr,joint_dsr_eligible_episodes,mean_reward,fail,timeout,truncated,termination_reason_counts,shield_intervention_count,shield_intervention_rate,eval_wall_clock_seconds,car_1_tsr,car_1_dsr,car_1_policy_stop_count,car_1_expert_stop_count,car_1_matched_stop_count,car_1_policy_action_hist_0,car_1_expert_action_hist_0,car_1_policy_action_hist_1,car_1_expert_action_hist_1,car_1_policy_action_hist_2,car_1_expert_action_hist_2,car_1_policy_action_hist_3,car_1_expert_action_hist_3,car_2_tsr,car_2_dsr,car_2_policy_stop_count,car_2_expert_stop_count,car_2_matched_stop_count,car_2_policy_action_hist_0,car_2_expert_action_hist_0,car_2_policy_action_hist_1,car_2_expert_action_hist_1,car_2_policy_action_hist_2,car_2_expert_action_hist_2,car_2_policy_action_hist_3,car_2_expert_action_hist_3
0.4,1.0,5,-3.6,0,3,0,"{""overtime"": 3, ""success"": 2}",0,0.0,719.835165977478,0.6,1.0,526,526,526,3,3,60,60,246,246,526,526,0.8,1.0,326,326,326,1,1,58,58,450,450,326,326
