joint_tsr,joint_dsr,joint_dsr_eligible_episodes,mean_reward,fail,timeout,truncated,termination_reason_counts,shield_intervention_count,shield_intervention_rate,eval_wall_clock_seconds,car_1_tsr,car_1_dsr,car_1_policy_stop_count,car_1_expert_stop_count,car_1_matched_stop_count,car_1_policy_action_hist_0,car_1_expert_action_hist_0,car_1_policy_action_hist_1,car_1_expert_action_hist_1,car_1_policy_action_hist_2,car_1_expert_action_hist_2,car_1_policy_action_hist_3,car_1_expert_action_hist_3,car_2_tsr,car_2_dsr,car_2_policy_stop_count,car_2_expert_stop_count,car_2_matched_stop_count,car_2_policy_action_hist_0,car_2_expert_action_hist_0,car_2_policy_action_hist_1,car_2_expert_action_hist_1,car_2_policy_action_hist_2,car_2_expert_action_hist_2,car_2_policy_action_hist_3,car_2_expert_action_hist_3
1.0,1.0,5,0.0,0,0,0,"{""success"": 5}",0,0.0,309.284072637558,1.0,1.0,246,246,246,1,1,60,60,100,100,246,246,1.0,1.0,208,208,208,0,0,59,59,103,103,208,208
