exp_name,assignment_name,model_slot_mapping,permutation_index,method,difficulty,seed,split,eval_index,timestep,wall_clock_time_sec,best_tsr_so_far,num_eval_episodes,tsr,mean_reward,failure_rate,timeout_rate,mean_episode_length,num_rl_agents,mean_agent_tsr,joint_tsr,joint_failure_rate,joint_timeout_rate,episodes_all_k_success,episodes_joint_failure,episodes_joint_timeout,mean_completed_rl_agents,mean_completed_rl_fraction,mean_completed_rl_agents_before_failure,mean_completed_rl_agents_before_timeout,mean_episode_length_per_rl_agent,mean_steps_per_completed_rl_agent,successful_rl_agents_per_1k_episode_steps,mean_episode_length_per_car,mean_steps_per_completed_car,successful_cars_per_1k_episode_steps,mean_expert_reference_step_count,mean_policy_to_expert_step_ratio,mean_excess_steps_vs_expert,action_slow_count,action_normal_count,action_fast_count,action_stop_count,mean_decision_succ,mean_base_policy_safe_prob,mean_shielded_policy_safe_prob,mean_safety_gain,shield_intervention_rate,mean_policy_kl_base_to_shielded,mean_l1_shift_base_to_shielded,hazard_step_rate,shield_forced_stop_rate,base_action_slow_count,base_action_normal_count,base_action_fast_count,base_action_stop_count,shielded_action_slow_count,shielded_action_normal_count,shielded_action_fast_count,shielded_action_stop_count,mean_safe_prob_action_slow,mean_safe_prob_action_normal,mean_safe_prob_action_fast,mean_safe_prob_action_stop,rollout_failures_since_last_eval,rollout_timeouts_since_last_eval,rollout_successes_since_last_eval,goal_completion_rate,mean_agent_goal_completion_rate,failure_rate_per_goal,failure_rate_per_1k_steps,unfinished_goal_rate,completed_goals,failed_goals,active_goals_at_budget,deployment_count,failure_reset_count,resolved_goal_attempts,resolved_goal_quota_per_agent,micro_rollout_tsr,micro_rollout_failure_rate,macro_rollout_tsr,macro_rollout_failure_rate,mean_steps_per_resolved_goal_attempt,successful_goals_per_1k_steps,resolved_goal_attempts_per_1k_steps,agent_car_1_failure_involvement_rate,agent_car_1_mean_active_steps,agent_car_1_mean_reward,agent_car_1_timeout_unresolved_rate,agent_car_1_tsr,agent_car_2_failure_involvement_rate,agent_car_2_mean_active_steps,agent_car_2_mean_reward,agent_car_2_timeout_unresolved_rate,agent_car_2_tsr,non_timeout_failure_rate,rollout_agent_steps_since_last_eval,rollout_required_stop_rate_since_last_eval,rollout_stop_needed_steps_since_last_eval,rollout_traffic_violations_since_last_eval,traffic_violation_count,decision_succ_action_stop,fail_rule_Collision,fail_rule_Collision_Close,fail_rule_Intersection_Right-of-Way,fail_rule_Simultaneous_Intersection_Entry
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,1,3000,772.7761254310608,0.0,15,0.0,0.0,0.0,1.0,75.0,2,0.0,0.0,0.0,1.0,0,0,15,0.0,0.0,0.0,0.0,37.5,1125.0,0.0,37.5,1125.0,0.0,69.73333333333333,1.103463213384248,5.266666666666667,0,0,0,2250,0.0,0.9424492031203376,0.9499160052935283,0.0074668021731906465,1.0,0.005940700395653645,0.0426297553314103,0.0791604666635394,1.0,22,0,2228,0,0,0,0,2250,0.9500348420937856,0.9181336550447676,0.9019254070123036,1.0,8,12,4,,,,,,,,,,,,,,,,,,,,0.0,75.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,3000,0.12733333333333333,382,289,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,2,6000,2464.164698600769,0.0,15,0.0,0.0,0.0,1.0,75.0,2,0.0,0.0,0.0,1.0,0,0,15,0.0,0.0,0.0,0.0,37.5,1125.0,0.0,37.5,1125.0,0.0,69.73333333333333,1.103463213384248,5.266666666666667,0,0,0,2250,0.0,0.9419854808118608,0.949470458428065,0.007484977616204156,1.0,0.005951252534985543,0.04286287141508526,0.07988930579274893,1.0,0,0,2250,0,0,0,0,2250,0.9498614345656501,0.9176646989981333,0.9016687268416087,1.0,9,16,3,,,,,,,,,,,,,,,,,,,,0.0,75.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,3000,0.14533333333333334,436,400,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,3,9000,4434.94669175148,0.0,15,0.0,0.0,0.0,1.0,75.0,2,0.0,0.0,0.0,1.0,0,0,15,0.0,0.0,0.0,0.0,37.5,1125.0,0.0,37.5,1125.0,0.0,69.73333333333333,1.103463213384248,5.266666666666667,0,0,0,2250,0.0,0.9420874478816986,0.9494706552558475,0.007383207374148899,1.0,0.005854420789413982,0.042679088989893595,0.07943143525885211,1.0,0,0,2250,0,0,0,0,2250,0.9501575056182013,0.9180822372171614,0.9019819156593747,1.0,2,13,7,,,,,,,,,,,,,,,,,,,,0.0,75.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,3000,0.135,405,356,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,4,12000,6465.394383907318,0.0,15,0.0,0.0,0.0,1.0,75.0,2,0.0,0.0,0.0,1.0,0,0,15,0.0,0.0,0.0,0.0,37.5,1125.0,0.0,37.5,1125.0,0.0,69.73333333333333,1.103463213384248,5.266666666666667,0,0,0,2250,0.0,0.9420160431332059,0.9494400788148244,0.007424035681618584,1.0,0.005892042016403543,0.042692882378896076,0.07921293479121394,1.0,0,1,2249,0,0,0,0,2250,0.9502418930795458,0.9183553790781233,0.9022156242264642,1.0,6,14,3,,,,,,,,,,,,,,,,,,,,0.0,75.0,0.0,1.0,0.0,0.0,75.0,0.0,1.0,0.0,0.0,3000,0.12433333333333334,373,279,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,5,15000,8575.311812877655,0.2,15,0.2,3.6600000771383443,0.0,0.8,73.13333333333334,2,0.4,0.2,0.0,0.8,3,0,12,0.8,0.4,0.0,0.5,36.56666666666667,91.41666666666667,10.938924339106654,36.56666666666667,91.41666666666667,10.938924339106654,69.73333333333333,1.0738943588153935,3.4,0,407,544,1243,1.0,0.8132024154868469,0.900700495964631,0.08749808047778408,1.0,0.752382006497889,0.22730492841904013,0.2520850935989928,1.0,0,0,2194,0,0,407,544,1243,0.843271487119965,0.7231768038762273,0.6990809693946117,1.0,5,11,6,,,,,,,,,,,,,,,,,,,,0.0,71.33333333333333,3.996666590372721,0.6,0.4,0.0,67.26666666666667,3.3233333110809324,0.6,0.4,0.0,3000,0.09166666666666666,275,221,0,1.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,6,18000,10671.520461559296,0.4666666666666667,15,0.4666666666666667,3.4450000980248054,0.0,0.5333333333333333,67.2,2,0.5,0.4666666666666667,0.0,0.5333333333333333,7,0,8,1.0,0.5,0.0,0.125,33.6,67.2,14.880952380952381,33.6,67.2,14.880952380952381,69.73333333333333,0.9868582436942798,-2.533333333333333,0,0,747,1269,1.0,0.7026365515849893,0.8499269735008951,0.14729042191590583,1.0,1.2558177484075599,0.37351551319339443,0.40505538237307015,1.0,0,0,2016,0,0,0,747,1269,0.7524672625142903,0.5576130693107622,0.5280815665979707,1.0,7,14,4,,,,,,,,,,,,,,,,,,,,0.0,64.53333333333333,3.5533339850604535,0.4666666666666667,0.5333333333333333,0.0,64.6,3.336667291323344,0.5333333333333333,0.4666666666666667,0.0,3000,0.129,387,223,0,1.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,7,21000,12654.132814407349,0.4666666666666667,15,0.3333333333333333,3.0816667545586824,0.0,0.6666666666666666,68.8,2,0.4,0.3333333333333333,0.0,0.6666666666666666,5,0,10,0.8,0.4,0.0,0.2,34.4,86.0,11.627906976744185,34.4,86.0,11.627906976744185,69.73333333333333,1.008948115529914,-0.9333333333333333,0,0,696,1368,1.0,0.6797410853264868,0.841851375535015,0.1621102902085282,1.0,1.4148865620120132,0.408003682191231,0.429943706146297,1.0,0,0,2064,0,0,0,696,1368,0.7358406454382479,0.5279444105906932,0.4978735966304707,1.0,8,12,6,,,,,,,,,,,,,,,,,,,,0.0,65.06666666666666,3.2133337927361327,0.5333333333333333,0.4666666666666667,0.0,67.0,2.9500004768371584,0.6666666666666666,0.3333333333333333,0.0,3000,0.09533333333333334,286,224,0,1.0,0,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,8,24000,14616.257413387299,0.4666666666666667,15,0.4,2.146666746834914,0.13333333333333333,0.4666666666666667,61.53333333333333,2,0.4,0.4,0.13333333333333333,0.4666666666666667,6,2,7,0.8,0.4,0.0,0.0,30.766666666666666,76.91666666666667,13.001083423618635,30.766666666666666,76.91666666666667,13.001083423618635,69.73333333333333,0.9166210483825681,-8.2,0,0,602,1248,1.0,0.6750066725466702,0.8340632077809926,0.15905653523432242,1.0,1.3425231889572398,0.4069113366426648,0.43945905843497934,1.0,0,0,1850,0,0,0,602,1248,0.7334485672293483,0.5227431497461087,0.49170273361979305,1.0,7,11,6,,,,,,,,,,,,,,,,,,,,0.0,60.06666666666667,2.956667156269153,0.4666666666666667,0.4,0.13333333333333333,59.6,1.336667013168335,0.4666666666666667,0.4,0.13333333333333333,3000,0.11633333333333333,349,240,2,1.0,2,2,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,9,27000,16512.403285980225,0.4666666666666667,15,0.4666666666666667,2.8900000918656588,0.06666666666666667,0.4666666666666667,64.06666666666666,2,0.4666666666666667,0.4666666666666667,0.06666666666666667,0.4666666666666667,7,1,7,0.9333333333333333,0.4666666666666667,0.0,0.0,32.03333333333333,68.64285714285714,14.568158168574401,32.03333333333333,68.64285714285714,14.568158168574401,69.73333333333333,0.9484680000968742,-5.666666666666667,0,0,684,1240,1.0,0.6821729889654568,0.8357907136797658,0.15361772471430893,1.0,1.2988192293485104,0.3955671483507523,0.42827158004119065,1.0,0,0,1924,0,0,0,684,1240,0.7404163671258581,0.5360049982865006,0.5054607039739585,1.0,4,15,4,,,,,,,,,,,,,,,,,,,,0.0,61.266666666666666,3.306667184829712,0.4666666666666667,0.4666666666666667,0.06666666666666667,62.86666666666667,2.473333795865377,0.4666666666666667,0.4666666666666667,0.06666666666666667,3000,0.123,369,242,1,1.0,1,1,0,0,0
exp1_compact3_easy_plpg_k2_v10,,,,PLPGPPO,unknown,2,val,10,30000,18450.69611477852,0.4666666666666667,15,0.4,2.793333421150843,0.06666666666666667,0.5333333333333333,65.2,2,0.43333333333333335,0.4,0.06666666666666667,0.5333333333333333,6,1,8,0.8666666666666667,0.43333333333333335,0.0,0.125,32.6,75.23076923076923,13.292433537832311,32.6,75.23076923076923,13.292433537832311,69.73333333333333,0.9587336056107777,-4.533333333333333,0,0,687,1271,1.0,0.6748021793408097,0.8349482022887962,0.16014602294798647,1.0,1.3731084121581436,0.40889065929586726,0.43507967706944745,1.0,0,0,1958,0,0,0,687,1271,0.7339704008097546,0.5260128789211302,0.4955775679466795,1.0,6,15,2,,,,,,,,,,,,,,,,,,,,0.0,62.0,3.3200005583465098,0.4666666666666667,0.4666666666666667,0.06666666666666667,63.733333333333334,2.266667191187541,0.5333333333333333,0.4,0.06666666666666667,3000,0.138,414,347,1,1.0,1,1,0,0,0
