joint_tsr,joint_dsr,joint_dsr_eligible_episodes,mean_reward,fail,timeout,truncated,termination_reason_counts,shield_intervention_count,shield_intervention_rate,eval_wall_clock_seconds,car_1_tsr,car_1_dsr,car_1_policy_stop_count,car_1_expert_stop_count,car_1_matched_stop_count,car_1_policy_action_hist_0,car_1_expert_action_hist_0,car_1_policy_action_hist_1,car_1_expert_action_hist_1,car_1_policy_action_hist_2,car_1_expert_action_hist_2,car_1_policy_action_hist_3,car_1_expert_action_hist_3,car_2_tsr,car_2_dsr,car_2_policy_stop_count,car_2_expert_stop_count,car_2_matched_stop_count,car_2_policy_action_hist_0,car_2_expert_action_hist_0,car_2_policy_action_hist_1,car_2_expert_action_hist_1,car_2_policy_action_hist_2,car_2_expert_action_hist_2,car_2_policy_action_hist_3,car_2_expert_action_hist_3
1.0,1.0,1,0.0,0,0,0,"{""success"": 1}",0,0.0,89.47252821922302,1.0,1.0,51,51,51,1,1,10,10,12,12,51,51,1.0,1.0,42,42,42,0,0,10,10,12,12,42,42
