joint_tsr,joint_dsr,joint_dsr_eligible_episodes,mean_reward,fail,timeout,truncated,termination_reason_counts,shield_intervention_count,shield_intervention_rate,eval_wall_clock_seconds,car_1_tsr,car_1_dsr,car_1_policy_stop_count,car_1_expert_stop_count,car_1_matched_stop_count,car_1_policy_action_hist_0,car_1_expert_action_hist_0,car_1_policy_action_hist_1,car_1_expert_action_hist_1,car_1_policy_action_hist_2,car_1_expert_action_hist_2,car_1_policy_action_hist_3,car_1_expert_action_hist_3,car_2_tsr,car_2_dsr,car_2_policy_stop_count,car_2_expert_stop_count,car_2_matched_stop_count,car_2_policy_action_hist_0,car_2_expert_action_hist_0,car_2_policy_action_hist_1,car_2_expert_action_hist_1,car_2_policy_action_hist_2,car_2_expert_action_hist_2,car_2_policy_action_hist_3,car_2_expert_action_hist_3
1.0,1.0,1,0.0,0,0,0,"{""success"": 1}",0,0.0,98.47883653640747,1.0,1.0,39,39,39,0,0,13,13,22,22,39,39,1.0,1.0,61,61,61,0,0,11,11,22,22,61,61
