eval_index,timestep,num_rl_agents,tsr,timeout_rate,non_timeout_failure_rate,mean_reward,mean_episode_length_per_car,mean_steps_per_completed_car,mean_policy_to_expert_step_ratio,mean_excess_steps_vs_expert,traffic_violation_count,rollout_traffic_violations_since_last_eval,rollout_failures_since_last_eval,rollout_timeouts_since_last_eval,rollout_successes_since_last_eval,action_slow_count,action_fast_count,action_normal_count,action_stop_count,agent_car_1_mean_reward
1,3000,1,1.0,0.0,0.0,5.230000159144401,49.266666666666666,49.266666666666666,0.9123426931940771,-4.733333333333333,0,202,4,20,27,0,486,0,253,5.2300008614858
2,6000,1,1.0,0.0,0.0,5.230000157405933,49.13333333333333,49.13333333333333,0.9084569576954902,-4.866666666666666,0,141,5,15,31,0,486,8,243,5.230000813802083
