exp_name,assignment_name,model_slot_mapping,permutation_index,method,difficulty,seed,split,eval_index,timestep,wall_clock_time_sec,best_tsr_so_far,num_eval_episodes,tsr,mean_reward,failure_rate,timeout_rate,mean_episode_length,num_rl_agents,mean_agent_tsr,joint_tsr,joint_failure_rate,joint_timeout_rate,episodes_all_k_success,episodes_joint_failure,episodes_joint_timeout,mean_completed_rl_agents,mean_completed_rl_fraction,mean_completed_rl_agents_before_failure,mean_completed_rl_agents_before_timeout,mean_episode_length_per_rl_agent,mean_steps_per_completed_rl_agent,successful_rl_agents_per_1k_episode_steps,mean_episode_length_per_car,mean_steps_per_completed_car,successful_cars_per_1k_episode_steps,mean_expert_reference_step_count,mean_policy_to_expert_step_ratio,mean_excess_steps_vs_expert,action_slow_count,action_normal_count,action_fast_count,action_stop_count,mean_decision_succ,mean_base_policy_safe_prob,mean_shielded_policy_safe_prob,mean_safety_gain,shield_intervention_rate,mean_policy_kl_base_to_shielded,mean_l1_shift_base_to_shielded,hazard_step_rate,shield_forced_stop_rate,base_action_slow_count,base_action_normal_count,base_action_fast_count,base_action_stop_count,shielded_action_slow_count,shielded_action_normal_count,shielded_action_fast_count,shielded_action_stop_count,mean_safe_prob_action_slow,mean_safe_prob_action_normal,mean_safe_prob_action_fast,mean_safe_prob_action_stop,rollout_failures_since_last_eval,rollout_timeouts_since_last_eval,rollout_successes_since_last_eval,goal_completion_rate,mean_agent_goal_completion_rate,failure_rate_per_goal,failure_rate_per_1k_steps,unfinished_goal_rate,completed_goals,failed_goals,active_goals_at_budget,deployment_count,failure_reset_count,resolved_goal_attempts,resolved_goal_quota_per_agent,micro_rollout_tsr,micro_rollout_failure_rate,macro_rollout_tsr,macro_rollout_failure_rate,mean_steps_per_resolved_goal_attempt,successful_goals_per_1k_steps,resolved_goal_attempts_per_1k_steps,agent_car_1_failure_involvement_rate,agent_car_1_mean_active_steps,agent_car_1_mean_reward,agent_car_1_timeout_unresolved_rate,agent_car_1_tsr,non_timeout_failure_rate,rollout_agent_steps_since_last_eval,rollout_required_stop_rate_since_last_eval,rollout_stop_needed_steps_since_last_eval,rollout_traffic_violations_since_last_eval,traffic_violation_count,decision_succ_action_stop,fail_rule_Collision,fail_rule_Collision_Close,fail_rule_Intersection_Right-of-Way,fail_rule_Simultaneous_Intersection_Entry
exp1_compact3_easy_plpg_k1_v7,,,,PLPGPPO,unknown,2,val,1,3000,1197.6651055812836,1.0,15,1.0,5.230000159144401,0.0,0.0,49.266666666666666,1,1.0,1.0,0.0,0.0,15,0,0,1.0,1.0,0.0,0.0,49.266666666666666,49.266666666666666,20.29769959404601,49.266666666666666,49.266666666666666,20.29769959404601,54.0,0.9123426931940771,-4.733333333333333,0,0,486,253,0.0,0.8894992438478947,0.9074507514581951,0.017951507610300396,1.0,0.01372606388932152,0.08098383038147215,0.17122997098548165,1.0,0,0,739,0,0,0,486,253,0.8854777882321762,0.8533737996192359,0.8266312344471076,1.0,4,20,27,,,,,,,,,,,,,,,,,,,,0.0,49.266666666666666,5.2300008614858,0.0,1.0,0.0,3000,0.10333333333333333,310,202,0,0.0,0,0,0,0
exp1_compact3_easy_plpg_k1_v7,,,,PLPGPPO,unknown,2,val,2,6000,2707.4196503162384,1.0,15,1.0,5.230000157405933,0.0,0.0,49.13333333333333,1,1.0,1.0,0.0,0.0,15,0,0,1.0,1.0,0.0,0.0,49.13333333333333,49.13333333333333,20.352781546811396,49.13333333333333,49.13333333333333,20.352781546811396,54.0,0.9084569576954902,-4.866666666666666,0,8,486,243,1.0,0.8863766901852156,0.9043121462437644,0.017935456058548783,1.0,0.013656760910917654,0.08136541259903435,0.1732675478398153,1.0,0,0,737,0,0,8,486,243,0.8842655719539689,0.8518150435050437,0.8248519182528699,1.0,5,15,31,,,,,,,,,,,,,,,,,,,,0.0,49.13333333333333,5.230000813802083,0.0,1.0,0.0,3000,0.07466666666666667,224,141,0,1.0,0,0,0,0
